,aug-cc-pVQZ_B2-PLYP-D3BJ,aug-cc-pVQZ_B3LYP-D3BJ,aug-cc-pVQZ_B3LYP-D3BJ-a,aug-cc-pVQZ_BLYP-D3BJ,aug-cc-pVQZ_B-LYP-osUW12-D3BJ,aug-cc-pVQZ_CAM-B3LYP-D3BJ,aug-cc-pVQZ_DSD-BLYP-D3BJ,aug-cc-pVQZ_MP2,aug-cc-pVQZ_PBE0-D3BJ,aug-cc-pVQZ_PBE-D3BJ,aug-cc-pVQZ_wB97X-D3,aug-cc-pVQZ_wB97X-D3BJ,aug-cc-pVQZ_wB97X-MP2-D3BJ,aug-cc-pVQZ_wB97X-V,aug-cc-pVQZ_WM21-D3BJ,aug-cc-pVQZ_XCH-BLYP-UW12-D3BJ,aug-cc-pVQZ_B3LYP-D3BJ-n,aug-cc-pVQZ_wB97M-V,aug-cc-pVQZ_B3LYP-D3BJ_gvt,cc-pVQZ_B2-PLYP-D3BJ,cc-pVQZ_B3LYP-D3BJ,cc-pVQZ_BLYP-D3BJ,cc-pVQZ_B-LYP-osUW12-D3BJ,cc-pVQZ_CAM-B3LYP-D3BJ,cc-pVQZ_DSD-BLYP-D3BJ,cc-pVQZ_MP2,cc-pVQZ_PBE0-D3BJ,cc-pVQZ_PBE-D3BJ,cc-pVQZ_wB97X-D3,cc-pVQZ_wB97X-D3BJ,cc-pVQZ_wB97X-MP2-D3BJ,cc-pVQZ_WM21-D3BJ,cc-pVQZ_XCH-BLYP-UW12-D3BJ,cc-pVQZ_wB97X-V,cc-pVQZ_wB97M-V,cc-pVTZ_B2-PLYP-D3BJ,cc-pVTZ_B3LYP-D3BJ,cc-pVTZ_BLYP-D3BJ,cc-pVTZ_B-LYP-osUW12-D3BJ,cc-pVTZ_CAM-B3LYP-D3BJ,cc-pVTZ_DSD-BLYP-D3BJ,cc-pVTZ_MP2,cc-pVTZ_PBE0-D3BJ,cc-pVTZ_PBE-D3BJ,cc-pVTZ_wB97X-D3,cc-pVTZ_wB97X-D3BJ,cc-pVTZ_wB97X-MP2-D3BJ,cc-pVTZ_WM21-D3BJ,cc-pVTZ_XCH-BLYP-UW12-D3BJ,cc-pVTZ_wB97M-V,cc-pVTZ_wB97X-V,aug-cc-pVTZ_B2-PLYP-D3BJ,aug-cc-pVTZ_B3LYP-D3BJ,aug-cc-pVTZ_BLYP-D3BJ,aug-cc-pVTZ_B-LYP-osUW12-D3BJ,aug-cc-pVTZ_CAM-B3LYP-D3BJ,aug-cc-pVTZ_DSD-BLYP-D3BJ,aug-cc-pVTZ_MP2,aug-cc-pVTZ_PBE0-D3BJ,aug-cc-pVTZ_PBE-D3BJ,aug-cc-pVTZ_wB97X-D3,aug-cc-pVTZ_wB97X-D3BJ,aug-cc-pVTZ_wB97X-MP2-D3BJ,aug-cc-pVTZ_WM21-D3BJ,aug-cc-pVTZ_XCH-BLYP-UW12-D3BJ,aug-cc-pVTZ_wB97M-V,aug-cc-pVTZ_wB97X-V,aug-cc-pVTZ_B3LYP-D3BJ-num,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-num,aug-cc-pVTZ_B3LYP-D3BJ-an,aug-cc-pVTZ_B3LYP-D3BJ-tight,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-tight,aug-cc-pVTZ_XCH-BLYP-UW12-D3BJ-num,aug-cc-pVTZ_XCH-BLYP-UW12-D3BJ-tight,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-num2,aug-cc-pVTZ_B3LYP-D3BJ-num2,aug-cc-pVTZ_B3LYP-D3BJ-an2,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-tight2,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-num2-tight,aug-cc-pVTZ_B-LYP-osUW12-D3BJ_14,aug-cc-pVTZ_TPSS-D3BJ,aug-cc-pVTZ_TPSSh-D3BJ,aug-cc-pVTZ_SCAN-D3BJ,aug-cc-pVTZ_XCH-BLYP-UW12-D3BJ_fc,cc-pVDZ_B2-PLYP-D3BJ,cc-pVDZ_B3LYP-D3BJ,cc-pVDZ_BLYP-D3BJ,cc-pVDZ_B-LYP-osUW12-D3BJ,cc-pVDZ_CAM-B3LYP-D3BJ,cc-pVDZ_DSD-BLYP-D3BJ,cc-pVDZ_MP2,cc-pVDZ_PBE0-D3BJ,cc-pVDZ_PBE-D3BJ,cc-pVDZ_wB97X-D3,cc-pVDZ_wB97X-D3BJ,cc-pVDZ_wB97X-MP2-D3BJ,cc-pVDZ_WM21-D3BJ,cc-pVDZ_XCH-BLYP-UW12-D3BJ,cc-pVDZ_wB97M-V,cc-pVDZ_wB97X-V,aug-cc-pVDZ_B2-PLYP-D3BJ,aug-cc-pVDZ_B3LYP-D3BJ,aug-cc-pVDZ_BLYP-D3BJ,aug-cc-pVDZ_B-LYP-osUW12-D3BJ,aug-cc-pVDZ_CAM-B3LYP-D3BJ,aug-cc-pVDZ_DSD-BLYP-D3BJ,aug-cc-pVDZ_MP2,aug-cc-pVDZ_PBE0-D3BJ,aug-cc-pVDZ_PBE-D3BJ,aug-cc-pVDZ_wB97X-D3,aug-cc-pVDZ_wB97X-D3BJ,aug-cc-pVDZ_wB97X-MP2-D3BJ,aug-cc-pVDZ_WM21-D3BJ,aug-cc-pVDZ_XCH-BLYP-UW12-D3BJ,aug-cc-pVDZ_wB97M-V,aug-cc-pVDZ_wB97X-V
25_NH3_1,-0.00060655,-0.000593131,-0.000593035,-0.000617941,-0.000594362,-0.000588839,-0.000647628,-0.00057511,-0.000619137,-0.000652435,-0.007391118,-0.000603395,-0.000522109,,-0.000658094,-0.00057644,-0.000576498,,-0.0005978,-0.000771728,-0.000610318,-0.00064518,-0.000610368,-0.000605196,-0.000814208,-0.000580228,-0.000631124,-0.000672777,-0.008205857,-0.000615143,-0.000300591,-0.000656984,-0.000592954,,,-0.00074769,-0.000653716,-0.000655019,-0.000629102,-0.000638424,-0.000612754,-0.000589284,-0.00065846,-0.000685623,-0.008676911,-0.000631631,-0.000416568,-0.000675948,-0.000625103,,,-0.000620043,-0.000620932,-0.000610076,-0.000609121,-0.000615497,-0.000634859,-0.000575922,-0.000627283,-0.000626957,-0.00711203,-0.000617758,-0.000548512,-0.000680215,-0.00060258,,,-0.000536282,-0.000590704,-0.000621165,0.000598654,0.000426725,-0.000622204,0.00050583,,,,,,,,,,-0.000604935,-0.000732084,-0.000709256,-0.000734437,-0.000685213,-0.000698692,-0.000736396,-0.000635849,-0.000698079,-0.000740052,-0.018457997,-0.000689384,-0.000496716,-0.000661384,-0.000679307,,,-0.00049838,-0.000555648,-0.000542811,-0.000582671,-0.000571661,-0.000579926,-0.000593321,-0.000593228,-0.000578999,-0.008935335,-0.000605147,-0.000550462,-0.00061432,-0.000562094,,
25_NH3_2,0.280415549,0.279459461,0.279459464,0.288500888,0.276478132,0.2721148,0.27970801,0.265425109,0.28257334,0.29284063,0.277727743,0.273157089,0.271732374,,0.281102946,0.269483927,0.279444002,,0.279468521,0.284888452,0.284399805,0.2945959,0.280280701,0.277106447,0.28412543,0.267855214,0.286642764,0.298230804,0.281045074,0.2775671,0.275722946,0.285724054,0.27343242,,,0.289710152,0.288769887,0.299579301,0.284039507,0.281329864,0.289185828,0.27155339,0.290434146,0.302727121,0.285247658,0.281420177,0.279331978,0.289824622,0.277120506,,,0.281521052,0.280172545,0.289249234,0.276924902,0.272814009,0.28143979,0.265862887,0.283205818,0.293481377,0.278368844,0.273784634,0.27224971,0.281658228,0.27023311,,,0.280161033,0.276986154,0.280172502,0.279270128,0.275980824,0.270258201,0.269433081,,,,,,,,,,0.272883186,0.315516789,0.315675183,0.328850325,0.308926657,0.308006641,0.314445651,0.293042221,0.314770105,0.329774273,0.310273411,0.306756317,0.302159,0.314998554,0.302820752,,,0.288569542,0.286987707,0.296123026,0.283961092,0.279194267,0.288225815,0.273393135,0.29040461,0.300645636,0.285668091,0.280218932,0.278284389,0.288111464,0.277361753,,
25_NH3_3,-0.519126666,-0.520524337,-0.520524275,-0.522845772,-0.517403259,-0.521278757,-0.518337165,-0.515807197,-0.518829606,-0.521557596,-0.603440638,-0.520979101,-0.51609888,,-0.520012933,-0.516069862,-0.520523135,,-0.520523448,-0.518071974,-0.519172725,-0.521207425,-0.516373376,-0.519922753,-0.517609517,-0.515130125,-0.517661107,-0.520049733,-0.603449233,-0.51978331,-0.514479941,-0.519007692,-0.514971698,,,-0.516796216,-0.518009911,-0.519440672,-0.515328136,-0.518914288,-0.516120897,-0.514663447,-0.516700892,-0.518658432,-0.602229636,-0.518934645,-0.514155997,-0.518140656,-0.513911523,,,-0.519187512,-0.520302076,-0.522121005,-0.517271742,-0.521140582,-0.51852449,-0.51610454,-0.518717214,-0.521038912,-0.602788305,-0.520921816,-0.51608343,-0.519925577,-0.51581176,,,-0.520303725,-0.517277563,-0.520301849,-0.475815237,-0.473301426,-0.515768814,-0.471412926,,,,,,,,,,-0.515968434,-0.51543645,-0.516759414,-0.518340364,-0.514132353,-0.517523644,-0.51480447,-0.513428453,-0.515221258,-0.516863082,-0.545768449,-0.517479417,-0.514940432,-0.516872402,-0.512550969,,,-0.52106116,-0.52227102,-0.52472147,-0.518867662,-0.523026935,-0.520340762,-0.516941572,-0.519989562,-0.522834107,-0.607140637,-0.522508256,-0.519073814,-0.521825512,-0.517565622,,
25_NH3_4,-0.781758412,-0.783836936,-0.783837006,-0.787230795,-0.779121566,-0.784885004,-0.780656839,-0.776754684,-0.781438431,-0.785570402,-0.721462056,-0.784388132,-0.782908721,,-0.785244972,-0.777105704,-0.783821748,,-0.783798636,-0.779823043,-0.781791447,-0.784746197,-0.777538909,-0.782838896,-0.778595863,-0.775745848,-0.779674546,-0.783296087,-0.719002314,-0.782586697,-0.781261757,-0.783245286,-0.775440997,,,-0.778985935,-0.781257549,-0.784390747,-0.777086868,-0.782275044,-0.777509232,-0.775061376,-0.779084706,-0.78272315,-0.718386727,-0.78201862,-0.780866654,-0.782627752,-0.77502022,,,-0.782535175,-0.784602272,-0.7882623,-0.779781796,-0.785559849,-0.781430907,-0.777203431,-0.782044826,-0.786413737,-0.722705378,-0.784968773,-0.78360239,-0.785969146,-0.777812561,,,-0.784489136,-0.779781228,-0.78460241,-0.816713629,-0.811636796,-0.777904627,-0.809603085,,,,,,,,,,-0.778047694,-0.776262502,-0.77797449,-0.780343609,-0.774124632,-0.779079326,-0.775272073,-0.773286372,-0.77585856,-0.778363279,-0.745904269,-0.778996758,-0.77733273,-0.779152329,-0.771725847,,,-0.784485894,-0.785816884,-0.789339168,-0.781113451,-0.787027731,-0.783784047,-0.778495163,-0.782760777,-0.786827746,-0.721159828,-0.786322931,-0.783792747,-0.786870671,-0.77898062,,
25_NH3_5,-0.099638713,-0.099586623,-0.099586232,-0.102749793,-0.098572988,-0.097146692,-0.099631301,-0.094855223,-0.100620322,-0.104173538,-0.082664694,-0.097509965,-0.096489475,,-0.100035534,-0.096216751,-0.099588224,,-0.099625783,-0.101536119,-0.101222088,-0.104775391,-0.09985546,-0.098803426,-0.101187691,-0.095656823,-0.10196102,-0.105951076,-0.085909566,-0.098973586,-0.097373714,-0.10157612,-0.097532034,,,-0.102994332,-0.102628737,-0.106061937,-0.100983894,-0.100197495,-0.102754657,-0.096886141,-0.103178037,-0.107207581,-0.089315199,-0.100231065,-0.098589711,-0.102871283,-0.098687688,,,-0.099999445,-0.099839967,-0.102788347,-0.098700403,-0.097424492,-0.099479961,-0.095004446,-0.100813,-0.104176094,-0.082611948,-0.097736568,-0.096694913,-0.100203124,-0.096470292,,,-0.099867889,-0.098777763,-0.099840335,-0.051677343,-0.052538772,-0.09644798,-0.051587523,,,,,,,,,,-0.097342157,-0.111557705,-0.111773635,-0.116235991,-0.109437833,-0.109208436,-0.111186225,-0.104034315,-0.111355186,-0.116450686,-0.166251764,-0.108759265,-0.106688687,-0.111214752,-0.10739875,,,-0.102497491,-0.10213002,-0.105232184,-0.101045076,-0.09951824,-0.102515097,-0.097527225,-0.103226635,-0.10670486,-0.088924042,-0.099891017,-0.098994334,-0.10234323,-0.09884711,,
25_NH3_6,-0.416405679,-0.41741128,-0.417411432,-0.41913901,-0.414915321,-0.417983114,-0.41591163,-0.413732957,-0.416192479,-0.418363748,-0.331214347,-0.417710615,-0.419128826,,-0.419015446,-0.413863761,-0.41740108,,-0.417382882,-0.415466226,-0.416305871,-0.417799502,-0.414050471,-0.416875268,-0.415158032,-0.413188234,-0.415238717,-0.41714079,-0.329389659,-0.416732747,-0.417810571,-0.417747712,-0.412962516,,,-0.415297654,-0.416479715,-0.418468596,-0.414222097,-0.416927409,-0.414656516,-0.412809149,-0.415240952,-0.4173969,-0.329523103,-0.41668318,-0.417744913,-0.417668526,-0.413173334,,,-0.416999733,-0.41823532,-0.420459357,-0.415587374,-0.418678111,-0.41645882,-0.413971155,-0.416802393,-0.419392348,-0.332471508,-0.418271233,-0.419650042,-0.419725272,-0.414645767,,,-0.418148777,-0.415639102,-0.418235626,-0.478577301,-0.475128949,-0.414818126,-0.473799936,,,,,,,,,,-0.414760002,-0.413192035,-0.414098202,-0.415296574,-0.412105058,-0.414709568,-0.412762271,-0.411805426,-0.413045753,-0.414342653,-0.374949087,-0.414666288,-0.414384891,-0.415101369,-0.410844804,,,-0.417451886,-0.418173359,-0.419921431,-0.415853909,-0.418913874,-0.41711308,-0.414635713,-0.416694794,-0.418711295,-0.329601309,-0.418586621,-0.418090795,-0.419425421,-0.414678045,,
25_NH3_7,0.841470556,0.843775192,0.843775084,0.847539417,0.838706208,0.844925353,0.840138981,0.83609235,0.841123603,0.845609358,0.882118563,0.844425986,0.839515754,,0.844003581,0.836514646,0.843790405,,0.843761484,0.839252695,0.841602836,0.844906541,0.837042483,0.842749151,0.837835551,0.835010716,0.839244996,0.843188165,0.881162778,0.842508045,0.837887051,0.842151151,0.83474927,,,0.83783862,0.840325868,0.843128865,0.835896678,0.841601369,0.836603929,0.834279096,0.838117183,0.841653608,0.880128257,0.841494257,0.837110886,0.841085028,0.833616617,,,0.841955575,0.843961732,0.847374936,0.83891369,0.845148273,0.840746288,0.836576091,0.841320656,0.845530411,0.882173808,0.844667728,0.83987273,0.844282023,0.836643175,,,0.844071743,0.838940564,0.843961682,0.814885314,0.810412246,0.836576994,0.80802199,,,,,,,,,,0.836903526,0.835702511,0.837761164,0.840378786,0.833519499,0.838939637,0.83458258,0.832401546,0.835344531,0.838094018,0.858967098,0.838846856,0.835960706,0.83835252,0.8309309,,,0.84488023,0.846308333,0.850232012,0.840992232,0.847534805,0.843878164,0.837976226,0.842814842,0.847356455,0.885831857,0.84674509,0.842633954,0.846410634,0.838775217,,
25_NH3_8,-0.09523764,-0.095201416,-0.095201559,-0.098267565,-0.094162397,-0.092696262,-0.095178367,-0.090430867,-0.096142169,-0.099577294,-0.054525877,-0.092986398,-0.092010222,,-0.095368747,-0.091837634,-0.09522072,,-0.095198444,-0.096942385,-0.096805443,-0.100223824,-0.095400368,-0.094328305,-0.096622324,-0.091238558,-0.097474822,-0.101321289,-0.053665398,-0.094444844,-0.093532571,-0.096979228,-0.09311268,,,-0.098474656,-0.098082216,-0.101672163,-0.096527886,-0.095616549,-0.098243668,-0.092470962,-0.098631061,-0.10267766,-0.054373215,-0.095679481,-0.09480401,-0.098271535,-0.094178092,,,-0.095528262,-0.095327302,-0.098451755,-0.094233673,-0.092830232,-0.095020408,-0.090577681,-0.096317373,-0.099805041,-0.05569231,-0.093141257,-0.092196514,-0.095448346,-0.091966089,,,-0.095347915,-0.094272272,-0.095326371,-0.054939362,-0.054896424,-0.09193084,-0.054434779,,,,,,,,,,-0.092859648,-0.107073496,-0.107159192,-0.111605914,-0.104912591,-0.104568544,-0.106703864,-0.099629426,-0.106836652,-0.111844692,-0.064149024,-0.104161731,-0.10271525,-0.106950044,-0.102847773,,,-0.098235927,-0.097974365,-0.101192331,-0.09677092,-0.095207157,-0.098104974,-0.093092433,-0.098940786,-0.102547867,-0.052929546,-0.095409041,-0.094555069,-0.097968553,-0.094612069,,
25_NH3_9,0.937917185,0.940503109,0.940503101,0.944683042,0.934851619,0.941745271,0.936468933,0.931948758,0.937594755,0.942615572,0.921219352,0.941172198,0.937512545,,0.941448156,0.93240268,0.94051185,,0.94048057,0.935323602,0.938081487,0.941745004,0.932991612,0.939321907,0.933419511,0.930749053,0.935502921,0.939918845,0.919375169,0.939038838,0.936161923,0.939243282,0.930432723,,,0.934121964,0.937054039,0.940496425,0.932072191,0.938357701,0.932428508,0.929938345,0.934526563,0.938695108,0.918550919,0.938147791,0.935343981,0.938284046,0.929542252,,,0.938710145,0.941071299,0.945185876,0.935359402,0.942283041,0.937311042,0.932488547,0.938072752,0.943057725,0.921969358,0.941662473,0.938193719,0.942031593,0.932892379,,,0.941111028,0.935353024,0.941071255,0.93073028,0.925800805,0.932841269,0.923920462,,,,,,,,,,0.933185884,0.931619519,0.933776046,0.936710187,0.929079287,0.935063546,0.930321637,0.927895086,0.931140087,0.93423707,0.930793827,0.934956817,0.932482771,0.934768376,0.926179881,,,0.941749977,0.943159662,0.947503136,0.93734562,0.944525789,0.940805605,0.934060312,0.939376519,0.944398108,0.92306657,0.94366024,0.939961111,0.943801616,0.934823438,,
25_NH3_10,-0.059125828,-0.059345125,-0.059345043,-0.05969068,-0.05899028,-0.05945151,-0.058999693,-0.058763652,-0.059066034,-0.059386521,-0.15326539,-0.059434458,-0.0556962,,-0.058100515,-0.058832502,-0.059340787,,-0.059365048,-0.059173921,-0.059201071,-0.059515165,-0.058893206,-0.059305059,-0.059132413,-0.058685238,-0.058939327,-0.059219302,-0.153954607,-0.059306205,-0.055406566,-0.058248881,-0.058715318,,,-0.058493117,-0.058414603,-0.058083099,-0.058180707,-0.058687901,-0.058335892,-0.058629228,-0.058374017,-0.058244835,-0.153064619,-0.058844006,-0.05536072,-0.057781328,-0.057971294,,,-0.05881316,-0.058738527,-0.05850256,-0.058522773,-0.058972927,-0.058766835,-0.058797387,-0.058648546,-0.058489716,-0.1523564,-0.059081197,-0.055416733,-0.057632663,-0.058228034,,,-0.058703757,-0.05846906,-0.058738107,0.001229661,0.000797826,-0.058123883,0.001075266,,,,,,,,,,-0.058250897,-0.058870428,-0.059077418,-0.05930074,-0.058709654,-0.059161619,-0.058752314,-0.058480372,-0.058787892,-0.058990686,-0.094604832,-0.059160714,-0.057744921,-0.058538807,-0.058525745,,,-0.059558674,-0.059935801,-0.060350033,-0.05929611,-0.059935413,-0.059383588,-0.058888232,-0.059460837,-0.05994971,-0.155736695,-0.059817012,-0.058056703,-0.058925643,-0.059232504,,
25_NH3_11,-0.084942355,-0.084671422,-0.084671673,-0.08748353,-0.083742747,-0.082271846,-0.084831265,-0.080142253,-0.085810849,-0.089089798,-0.140537172,-0.082660726,-0.082875196,,-0.085698665,-0.081429542,-0.084691837,,-0.084644295,-0.086538425,-0.086372273,-0.089596686,-0.085024873,-0.083974716,-0.086159829,-0.080963097,-0.087206922,-0.090958438,-0.14147011,-0.084148671,-0.084529564,-0.087168706,-0.082787706,,,-0.088347981,-0.088058934,-0.091845201,-0.086527727,-0.08551582,-0.088045345,-0.08220193,-0.088625048,-0.09284188,-0.141559243,-0.085509631,-0.085816358,-0.088681804,-0.084254727,,,-0.08523061,-0.085005276,-0.088009132,-0.083990826,-0.082559286,-0.084758537,-0.080283083,-0.086075445,-0.089500242,-0.140064586,-0.082906809,-0.083315699,-0.086006759,-0.08179673,,,-0.084979236,-0.084005079,-0.085005795,-0.172653421,-0.168545629,-0.081764504,-0.163410781,,,,,,,,,,-0.082681382,-0.096723384,-0.096742356,-0.10100842,-0.094576233,-0.094229661,-0.09639096,-0.089383978,-0.096578266,-0.101478895,-0.079872623,-0.093835322,-0.092717506,-0.096833758,-0.092574229,,,-0.087373641,-0.086883321,-0.089698511,-0.086145096,-0.084468869,-0.087587689,-0.082778043,-0.088237189,-0.091392909,-0.143814502,-0.084918873,-0.084614402,-0.087799681,-0.083902575,,
23_HOCl_0,-0.38532506,-0.393285555,-0.393261989,-0.407510399,-0.385748485,-0.383917959,-0.393454583,-0.32896369,-0.38553801,-0.399568826,-0.381720112,-0.381844032,-0.384350419,,-0.389874013,-0.375663763,-0.392331911,,-0.393268596,-0.393307751,-0.394509237,-0.408980632,-0.386037698,-0.384898841,-0.388160928,-0.329448017,-0.38639949,-0.400802323,-0.382630185,-0.382767219,-0.382163653,-0.390304062,-0.376665962,,,-0.350530174,-0.351678257,-0.397923124,-0.342129237,-0.342396716,-0.347668475,-0.33084336,-0.342741974,-0.387582522,-0.342369113,-0.340772131,-0.339558304,-0.346926524,-0.332440667,,,-0.34934097,-0.350068086,-0.394579564,-0.340705567,-0.341095186,-0.34652399,-0.329664493,-0.341495865,-0.385531536,-0.341054159,-0.339257414,-0.338011264,-0.345461674,-0.331149523,,,-0.35016776,-0.340322062,-0.350068226,-0.368399815,-0.305509238,-0.330929598,-0.29476384,,,,,,,,,,-0.333352581,-0.411656423,-0.411414834,-0.425634716,-0.402239935,-0.401847347,-0.409640722,-0.340347287,-0.402013419,-0.416109545,-0.401367852,-0.398867887,-0.395660445,-0.404973148,-0.395124069,,,-0.404396823,-0.402692293,-0.415858196,-0.394770861,-0.393657829,-0.404860479,-0.337227005,-0.394571337,-0.407533313,-0.395966292,-0.391624647,-0.389259963,-0.39764724,-0.387604194,,
23_HOCl_1,0.439562222,0.429198694,0.429222423,0.439482973,0.421078366,0.424090263,0.411932927,0.441044195,0.425448747,0.436503287,0.424519525,0.423177367,0.416924514,,0.42638129,0.417178597,0.429556736,,0.429214555,0.426910627,0.42973606,0.440108092,0.422101582,0.424685278,0.412952663,0.441496103,0.426022409,0.437123381,0.424962183,0.423663197,0.415175383,0.427412618,0.417612808,,,0.46975556,0.468578254,0.453882481,0.461630518,0.462569505,0.467885627,0.443393026,0.464701827,0.452134406,0.461097976,0.46116303,0.455085293,0.466360601,0.456652248,,,0.467376645,0.466604006,0.452957966,0.45980753,0.460791435,0.465535425,0.442012499,0.463091265,0.450629268,0.459463628,0.459434982,0.45349735,0.464587564,0.454947822,,,0.466704134,0.459949869,0.466603868,0.45240803,0.483843614,0.455078786,0.479254935,,,,,,,,,,0.456081014,0.436479887,0.436364995,0.446941741,0.428634929,0.430561011,0.438341651,0.453078216,0.432542898,0.444099335,0.427794364,0.429179219,0.423495135,0.434194157,0.421818892,,,0.433375335,0.431269464,0.441418551,0.42416047,0.425553903,0.42716291,0.44729493,0.427981095,0.438928774,0.421808555,0.4243902,0.418841375,0.42920123,0.417466696,,
23_HOCl_2,0.000434736,2.77e-07,3e-09,9.98e-07,6.44e-07,2.08e-07,3.7855e-05,-8e-09,1.92e-07,-6.97e-07,1.38e-07,7.3e-08,-1.6205e-05,,1.118e-06,-8.3e-08,-7.79e-06,,-1.17e-07,1.5183e-05,-1.283e-06,1.059e-06,-9.49e-07,-3e-07,3.5469e-05,-2.991e-06,1.212e-06,2.36e-07,3.64e-07,3.11e-07,-6.3196e-05,-9.5e-08,5.183e-06,,,-1.334e-06,-2.2e-08,6.387e-06,-4e-08,-3.08e-07,-1.592e-06,-9.46e-07,-3.64e-07,-2.78e-07,-7.7e-08,2.34e-07,-9.55e-07,2.84e-07,-4.76e-07,,,-7.52e-07,-6.6e-08,2.566e-06,-9.7e-08,-2.43e-07,2.365e-06,1.829e-06,-2.7e-08,2.542e-06,-3.2e-08,2.23e-07,2.26e-07,2e-07,3.51e-07,,,-7.2e-08,1.7724e-05,-1.051e-06,-2.4218e-05,8.269e-06,7.9633e-05,-7.05e-07,,,,,,,,,,-9e-08,-1.7046e-05,7.61e-07,5.5e-08,-4.03e-07,5.59e-07,1.773e-06,-2.061e-06,2.9e-07,-1.65e-07,-1.04e-07,6.93e-07,-2.4668e-05,2.22e-07,-1.563e-06,,,-4.568e-06,1.34e-07,-2.82e-07,7.2e-07,4.35e-07,2.7746e-05,-7.02e-07,-1.35e-07,3.66e-07,-4.46e-07,6e-08,-1.573e-05,-2.85e-07,3.44e-07,,
23_HOCl_3,1.251066132,1.248369132,1.248375751,1.267237259,1.232222329,1.238527032,1.2350114,1.2138212,1.23266769,1.250562688,1.231744381,1.234692846,1.22835605,,1.239575184,1.21831555,1.249380731,,1.248371262,1.24267807,1.247835908,1.266451962,1.231754912,1.238002301,1.23874175,1.213703946,1.232175252,1.249752328,1.231410621,1.234185058,1.231239412,1.238961659,1.217813524,,,1.235406348,1.240786815,1.265472829,1.225129024,1.23113882,1.230431465,1.214280995,1.225185731,1.248565934,1.225365608,1.227659515,1.224659581,1.232298306,1.211081505,,,1.238020925,1.242504709,1.267383691,1.226630524,1.233000668,1.233257777,1.215029804,1.226870673,1.250612615,1.22669771,1.229116874,1.225763292,1.234116896,1.212819562,,,1.24239269,1.226710375,1.242504755,1.246822202,1.213530718,1.212973835,1.199211533,,,,,,,,,,1.216104736,1.25334749,1.256240014,1.274266964,1.240287853,1.245305922,1.248211328,1.224392713,1.24079049,1.257855566,1.239937972,1.241816715,1.239774634,1.246611204,1.224614852,,,1.258275637,1.25957203,1.278118329,1.243468853,1.249544749,1.253117746,1.225490805,1.243643484,1.261365836,1.242945114,1.245517787,1.242250233,1.250294002,1.229194133,,
23_HOCl_4,0.001970583,-0.009647396,-0.009719983,-0.012830481,-0.00153945,-0.007057457,-0.022698385,-0.120895383,-0.005579234,-0.00801767,-0.009607292,-0.007172415,0.001407552,,-0.002852275,-0.001372578,-0.009058016,,-0.009696783,-0.013969706,-0.009376948,-0.012445522,-0.003276229,-0.007123633,-0.02954336,-0.121195449,-0.005767235,-0.007840388,-0.009523157,-0.007080766,4.5379e-05,-0.0043847,-0.001149436,,,-0.135131366,-0.133246713,-0.050056347,-0.130859654,-0.130138312,-0.135993801,-0.122142813,-0.130990241,-0.050483895,-0.126168172,-0.129052125,-0.125508116,-0.129513167,-0.129085451,,,-0.133582986,-0.132139281,-0.052519458,-0.129701973,-0.129176124,-0.133736359,-0.121289221,-0.130040484,-0.050332967,-0.125283794,-0.128319306,-0.125643513,-0.128671365,-0.128094408,,,-0.132064813,-0.130166494,-0.132138855,-0.082759897,-0.220606627,-0.128126377,-0.221957018,,,,,,,,,,-0.128415726,0.002518598,0.000797461,-0.002102899,0.005570063,0.00518871,0.001718423,-0.127146261,0.00221255,-0.000366455,0.010155509,0.004775392,0.002904475,0.002976167,0.015307616,,,-0.003382467,-0.003928438,-0.007658541,0.001544705,0.000348201,-0.007101309,-0.124398189,-0.001478265,-0.004627665,0.011255226,0.00080966,0.00021712,-0.000434008,0.010714565,,
